stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,text_Feedback_Prac1.started,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_trial_Test1.stopped,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.stopped,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,K,none,,,,,,,0,37,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.54497750000155,96.54497750000155,96.84465745800117,None,1,,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,38,38,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.54473779199907,97.54473779199907,97.84479683300015,space,1,0.3260854170075618,98.54625954199582,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,F,none,,,,,,,0,39,39,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.54625954199582,98.54625954199582,98.86176812499616,None,1,,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,40,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54544991700095,99.54544991700095,99.84475912500056,space,1,0.34097570800804533,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,41,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5454111250001,100.5454111250001,100.8452623330013,space,1,0.38786908300971845,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,Y,none,,,,,,,0,42,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.54553854199912,101.54553854199912,101.84502237499692,None,1,,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,43,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.54524429199955,102.54524429199955,102.84484125000017,space,1,0.2654598750086734,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,W,none,,,,,,,0,44,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.54500249999546,103.54500249999546,103.8450562500002,None,1,,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,45,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.54495374999533,104.54495374999533,104.84481241699541,space,1,0.36495566600206075,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,46,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.54481233299884,105.54481233299884,105.84466424999846,space,1,0.38998212500155205,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,47,47,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.54539349999686,106.54539349999686,106.84507183299866,space,1,0.30755250000947854,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,48,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.54551574999641,107.54551574999641,107.84548020800139,space,1,0.29953908300376497,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,X,space,,,,,,,0,49,49,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.54522283299593,108.54522283299593,108.84563666699978,space,1,0.253760332998354,,,,,,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.54564979199495,110.02837495799758,space,1.8725190830009524,,,,,,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,H,space,,,,,,,,,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4565367920004,111.4565367920004,111.76202245799504,space,1,0.6249632079998264,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,Y,space,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.46185020799749,112.46185020799749,112.76211795800191,space,1,0.5440599990033661,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,T,space,,,,,,,,,0,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.46163745800004,113.46163745800004,113.7621044999978,space,1,0.2693952490008087,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,M,space,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.46275374999823,114.46275374999823,114.76215391699952,space,1,0.44166891599888913,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,N,space,,,,,,,,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.46181624999736,115.46181624999736,115.76182504199824,space,1,0.44257566700252937,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,W,space,,,,,,,,,0,5,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.46231391699985,116.46231391699985,116.76247070799582,space,1,0.3280710000108229,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,T,space,,,,,,,,,0,6,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.46252087500034,117.46252087500034,117.76291579200188,space,1,0.2763241670036223,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,H,space,,,,,,,,,0,7,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.46225695799512,118.46225695799512,118.76188583299518,space,1,0.31121654200251214,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,Y,space,,,,,,,,,0,8,8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.46228204199724,119.46228204199724,119.76234399999521,space,1,0.39098958300746744,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,F,space,,,,,,,,,0,9,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4619157499983,120.4619157499983,120.76201445799961,space,1,0.31564354100555647,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,Z,space,,,,,,,,,0,10,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.46170429199992,121.46170429199992,121.76201066700014,space,1,0.46585587500158,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,11,11,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4621143330005,122.4621143330005,122.76253979199828,space,0,0.28804158300044946,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,H,space,,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.46238224999979,123.46238224999979,123.76212720799958,space,1,0.3728240830023424,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.46234891699714,124.46234891699714,124.76228820799588,space,0,0.30037612500746036,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,L,space,,,,,,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4624195419965,125.4624195419965,125.76250858300045,space,1,0.4105462490042555,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4624957499982,126.4624957499982,126.7621965829967,None,1,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,Y,space,,,,,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.46244587499677,127.46244587499677,127.76298362499801,space,1,0.2817987490052474,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,17,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.46219062499586,128.46219062499586,128.76231137500145,None,1,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,K,space,,,,,,,,,0,18,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.46217900000192,129.46217900000192,129.76219312499597,space,1,0.3623281250038417,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,A,space,,,,,,,,,0,19,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.46214916699682,130.46214916699682,130.76211687499745,space,1,0.5173030420046416,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,V,space,,,,,,,,,0,20,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.46296983299544,131.46296983299544,131.76245666699833,space,1,0.3585491250050836,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,A,space,,,,,,,,,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.46265595799923,132.46265595799923,132.7627488750004,space,1,0.32944645800307626,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,Z,space,,,,,,,,,0,22,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.46273679199658,133.46273679199658,133.76276116699592,space,1,0.3286566250026226,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,N,space,,,,,,,,,0,23,23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.46313833299791,134.46313833299791,134.76264620800066,space,1,0.29708187500364147,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,I,space,,,,,,,,,0,24,24,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.4626856670002,135.4626856670002,135.76296287500008,space,1,0.5064036250041681,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,25,25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.46296924999479,136.46296924999479,136.76245437499892,None,1,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,F,space,,,,,,,,,0,26,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.46259099999588,137.46259099999588,137.7628917080001,space,1,0.34117075000540353,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,I,space,,,,,,,,,0,27,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.44624266699975,138.44624266699975,138.74593370799994,space,1,0.3655619170021964,139.44621966699924,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,K,space,,,,,,,,,0,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.44621966699924,139.44621966699924,139.74598879199766,space,1,0.4753593330096919,140.44597883299866,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,29,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.44597883299866,140.44597883299866,140.74591812500148,space,0,0.30985695800336543,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,F,space,,,,,,,,,0,30,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.44665574999817,141.44665574999817,141.74605012499524,space,1,0.32671125000342727,142.44664462500077,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,L,space,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.44664462500077,142.44664462500077,142.7461719999992,space,1,0.34403787400515284,143.44652812500135,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,V,space,,,,,,,,,0,32,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.44652812500135,143.44652812500135,143.74669658299536,space,1,0.2828115830052411,144.44674570799543,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,E,space,,,,,,,,,0,33,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.44674570799543,144.44674570799543,144.74644275000173,space,1,0.2895627500038245,145.4464128749969,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,E,space,,,,,,,,,0,34,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4464128749969,145.4464128749969,145.7460155000008,space,1,0.4490150830024504,146.44603466699482,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,M,space,,,,,,,,,0,35,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.44603466699482,146.44603466699482,146.74606254199898,space,1,0.4826604580084677,147.44656379200023,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,I,space,,,,,,,,,0,36,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.44656379200023,147.44656379200023,147.74610262499482,space,1,0.427332416002173,148.4460075829993,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,37,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4460075829993,148.4460075829993,148.74583975000132,None,1,,149.44632770799944,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,A,space,,,,,,,,,0,38,38,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.44632770799944,149.44632770799944,149.74632966699573,space,1,0.764888208002958,150.446640999995,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.446640999995,150.446640999995,150.74644079199788,space,0,0.47297854100179393,151.4466764999961,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,W,space,,,,,,,,,0,40,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4466764999961,151.4466764999961,151.7465752079952,None,0,,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,W,space,,,,,,,,,0,41,41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.44618849999824,152.44618849999824,152.7464428749954,space,1,0.24847500000032596,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,R,space,,,,,,,,,0,42,42,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.44672516699939,153.44672516699939,153.74608362499566,space,1,0.34755474900157424,154.44659333299933,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,K,space,,,,,,,,,0,43,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.44659333299933,154.44659333299933,154.74663491699903,None,0,,155.44630016700103,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,44,44,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.44630016700103,155.44630016700103,155.7465300420008,space,0,0.2384409170044819,156.44615324999904,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,R,space,,,,,,,,,0,45,45,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.44615324999904,156.44615324999904,156.74635704200045,space,1,0.3654723740037298,157.44663845800096,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,R,space,,,,,,,,,0,46,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.44663845800096,157.44663845800096,157.74674270799733,space,1,0.29133520800678525,158.44687220799824,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,E,space,,,,,,,,,0,47,47,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.44687220799824,158.44687220799824,158.74655395800073,space,1,0.37791133300197544,159.44673008300015,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,X,none,,,,,,,,,0,48,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.44673008300015,159.44673008300015,159.74652808300016,space,0,0.4874212500071735,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,T,space,,,,,,,,,0,49,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.4469089580016,160.4469089580016,160.74653799999942,space,1,0.3960998330003349,,,,,,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4466403330007,161.93008216699673,space,1.4244612910042633,samano2,001,2022-11-16_20h49.30.854,Trial go no go,2022.2.4,60.045093867216714,
