stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,text_Feedback_Prac1.started,resp_trial_Prac1.stopped,text_Feedback_Prac1.stopped,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_trial_Test1.stopped,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,A,space,,,,,,,,,0,6,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.74969995799984,155.74969995799984,156.0491097920003,space,1,0.31988287499916623,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,X,none,,,,,,,,,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.74947270800112,156.74947270800112,157.0491891670008,None,1,,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,F,space,,,,,,,,,0,8,8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.74905066700012,157.74905066700012,158.04913699999997,space,1,0.371217957999761,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,X,none,,,,,,,,,0,9,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.74931441700028,158.74931441700028,159.04914754200036,None,1,,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,F,space,,,,,,,,,0,10,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7494437919995,159.7494437919995,160.04923058299937,space,1,0.36824904100103595,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,W,space,,,,,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.74932504199933,160.74932504199933,161.04909641700033,space,1,0.4215244159986469,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,X,none,,,,,,,,,0,12,12,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.74908983299974,161.74908983299974,162.04907583299973,None,1,,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,X,none,,,,,,,,,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.75003812500108,162.75003812500108,163.0493434580003,space,0,0.29588487500041083,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,I,space,,,,,,,,,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.74920154199935,163.74920154199935,164.04948175000027,space,1,0.36027904199909244,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
,,,,Y,space,,,,,,,,,0,15,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.74926937500095,164.74926937500095,165.04930841699934,space,1,0.3252632080002513,,,,,VianyMuñoz2,001,2022-11-03_22h38.00.906,Trial go no go,2022.2.4,59.801861482482806,
