stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,text_Feedback_Prac1.started,text_Feedback_Prac1.stopped,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_trial_Test1.stopped,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.stopped,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,X,none,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6225496251136,166.6225496251136,166.9235837920569,space,0,0.9496079578530043,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,N,space,,,,,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.62283558305353,167.62283558305353,167.92348066694103,None,0,,168.62358512496576,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,K,space,,,,,,,,,0,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.62358512496576,168.62358512496576,168.92368912510574,space,1,0.4734286670573056,169.62328399997205,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,3,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.62328399997205,169.62328399997205,169.92348458291963,space,0,0.33149595791473985,170.62364925001748,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,Z,space,,,,,,,,,0,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.62364925001748,170.62364925001748,170.9233683331404,space,1,0.520609833067283,171.6235787079204,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,K,space,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.6235787079204,171.6235787079204,171.92352979211137,None,0,,172.62378920800984,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,A,space,,,,,,,,,0,6,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.62378920800984,172.62378920800984,172.9236876249779,space,1,0.31861304212361574,173.6241199169308,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,F,space,,,,,,,,,0,7,7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.6241199169308,173.6241199169308,173.9236965419259,space,1,0.38014508318156004,174.62372312508523,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,T,space,,,,,,,,,0,8,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.62372312508523,174.62372312508523,174.92354166693985,space,1,0.3576040412299335,175.6240384581033,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,9,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6240384581033,175.6240384581033,175.9235025420785,space,0,0.296670958166942,176.62335041700862,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,Y,space,,,,,,,,,0,10,10,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.62335041700862,176.62335041700862,176.92367658298463,space,1,0.45082091609947383,177.62348500010557,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,E,space,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.62348500010557,177.62348500010557,177.9236193750985,space,1,0.5138267078436911,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,12,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.64028366701677,178.64028366701677,178.9393727921415,None,1,,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,F,space,,,,,,,,,0,13,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.63947966694832,179.63947966694832,179.93964258302003,space,1,0.28165520797483623,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,H,space,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.63925866712816,180.63925866712816,180.93929512496106,space,1,0.4144087911117822,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,L,space,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.64007620792836,181.64007620792836,181.9394563329406,space,1,0.3998132909182459,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,Z,space,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.63917566696182,182.63917566696182,182.9394519580528,space,1,0.4662724998779595,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,A,space,,,,,,,,,0,17,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.63946712506004,183.63946712506004,183.9394033330027,space,1,0.47456641704775393,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,V,space,,,,,,,,,0,18,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.62536337506026,184.62536337506026,184.93933687498793,space,1,0.4031342922244221,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,A,space,,,,,,,,,0,19,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.64012475009076,185.64012475009076,185.93721250002272,space,1,0.3468311671167612,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,20,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.6251888750121,186.6251888750121,186.93992537492886,space,0,0.3621587920933962,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,W,space,,,,,,,,,0,21,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.6395480420906,187.6395480420906,187.9563343329355,space,1,0.4411377490032464,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,K,space,,,,,,,,,0,22,22,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.63940462493338,188.63940462493338,188.93945325003006,space,1,0.49901383300311863,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,M,space,,,,,,,,,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.62491500005126,189.62491500005126,189.93989500007592,space,1,0.3572960002347827,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,F,space,,,,,,,,,0,24,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.63936720811762,190.63936720811762,190.95630604191683,space,1,0.37599916593171656,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,Y,space,,,,,,,,,0,25,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.63981999992393,191.63981999992393,191.93728579208255,space,1,0.4872077910695225,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,R,space,,,,,,,,,0,26,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.63390204194002,192.63390204194002,192.9398845830001,space,1,0.3705366658978164,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,N,space,,,,,,,,,0,27,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.633872958133,193.633872958133,193.93992362497374,space,1,0.3951182491146028,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,E,space,,,,,,,,,0,28,28,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.62493887497112,194.62493887497112,194.93947816709988,space,1,0.41379087418317795,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,29,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.62390191713348,195.62390191713348,195.93935141712427,space,0,0.4445614169817418,196.62060504197143,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,T,space,,,,,,,,,0,30,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.62060504197143,196.62060504197143,196.9172025830485,space,1,0.443770790938288,197.6207151671406,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,31,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6207151671406,197.6207151671406,197.9208164580632,None,1,,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,E,space,,,,,,,,,0,32,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.61656220792793,198.61656220792793,198.92001754208468,space,1,0.3540833748411387,199.6238185421098,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,I,space,,,,,,,,,0,33,33,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.6238185421098,199.6238185421098,199.92066812491976,space,1,0.33423662395216525,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,L,space,,,,,,,,,0,34,34,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.64037187513895,200.64037187513895,200.9337747921236,space,1,0.3764110829215497,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,W,space,,,,,,,,,0,35,35,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.63994087511674,201.63994087511674,201.93355150008574,space,1,0.3976246251258999,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,H,space,,,,,,,,,0,36,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6335396671202,202.6335396671202,202.93373920791782,space,1,0.4777158750221133,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,T,space,,,,,,,,,0,37,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6248135000933,203.6248135000933,203.93366641714238,space,1,0.3844238331075758,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,H,space,,,,,,,,,0,38,38,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.63339254213497,204.63339254213497,204.9395145419985,space,1,0.38456887495703995,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,R,space,,,,,,,,,0,39,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.62508258293383,205.62508258293383,205.94033937505446,space,1,0.4298193329013884,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,I,space,,,,,,,,,0,40,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.62444799998775,206.62444799998775,206.9334029580932,space,1,0.46245400002226233,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,41,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.63331562513486,207.63331562513486,207.93334400001913,space,0,0.3778826661873609,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,R,space,,,,,,,,,0,42,42,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.62532412493601,208.62532412493601,208.93338258308358,space,1,0.32829887396655977,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,43,43,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.63340341695584,209.63340341695584,209.93333854200318,None,1,,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,Y,space,,,,,,,,,0,44,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.63691258314066,210.63691258314066,210.95643104193732,space,1,0.325377875007689,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,M,space,,,,,,,,,0,45,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.63329741708003,211.63329741708003,211.9331990419887,space,1,0.3412941249553114,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,X,none,,,,,,,,,0,46,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.62451591691934,212.62451591691934,212.9332039579749,None,1,,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,W,space,,,,,,,,,0,47,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.63311087503098,213.63311087503098,213.9331122499425,space,1,0.3780252079013735,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,V,space,,,,,,,,,0,48,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.6330076251179,214.6330076251179,214.9395329169929,space,1,0.35164566594175994,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,I,space,,,,,,,,,0,49,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.63959274999797,215.63959274999797,215.9330041250214,space,1,0.41461966605857015,,,,,,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.62362762494013,217.12017366709188,space,2.778999082976952,SuryGlez,001,2022-10-27_11h03.32.631,Trial go no go,2022.2.4,None,
