Digit forw pre,Digit back pre,Stroop corr pre,Stroop rt pre,Go forw pre,Go back pre,No go forw pre,No go back pre,Go nogo rt pre
0.7724,0.3749,0.0410,0.1055,0.1708,0.5604,0.5167,0.2538,0.4753
